"classe","region","nb_index"
"R-loop","80%",616
"R-loop","90%",617
"R-loop","90%",616
"R-loop","100%",617
"R-loop","100%",616
"R-loop","10%",617
"R-loop","10%",616
"R-loop","20%",617
"R-loop","20%",616
"R-loop","30%",617
"R-loop","30%",616
"R-loop","40%",617
"R-loop","40%",616
"R-loop","50%",617
"R-loop","50%",616
"R-loop","60%",617
"R-loop","60%",616
"R-loop","70%",617
"R-loop","70%",616
"R-loop","80%",617
"R-loop","80%",616
"R-loop","90%",617
"R-loop","90%",616
"R-loop","100%",616
"R-loop","10%",616
"R-loop","20%",616
"R-loop","30%",616
"R-loop","30%",615
"R-loop","40%",616
"R-loop","40%",615
"R-loop","50%",616
"R-loop","50%",615
"R-loop","60%",616
"R-loop","60%",615
"R-loop","70%",616
"R-loop","70%",615
"R-loop","80%",616
"R-loop","80%",615
"R-loop","90%",615
"R-loop","100%",615
"R-loop","10%",615
"R-loop","20%",615
"R-loop","30%",615
"R-loop","100%",1056
"R-loop","10%",1056
"R-loop","10%",613
"R-loop","10%",1055
"R-loop","10%",1057
"R-loop","10%",614
"R-loop","20%",1056
"R-loop","20%",613
"R-loop","20%",1055
"R-loop","20%",1057
"R-loop","20%",614
"R-loop","30%",1056
"R-loop","30%",613
"R-loop","30%",1055
"R-loop","30%",1057
"R-loop","30%",614
"R-loop","40%",1056
"R-loop","40%",613
"R-loop","40%",1055
"R-loop","40%",1057
"R-loop","40%",614
"R-loop","40%",612
"R-loop","50%",1056
"R-loop","50%",613
"R-loop","50%",1055
"R-loop","50%",1057
"R-loop","50%",614
"R-loop","50%",612
"R-loop","60%",1056
"R-loop","60%",613
"R-loop","60%",1055
"R-loop","60%",1057
"R-loop","60%",614
"R-loop","60%",612
"R-loop","70%",1056
"R-loop","70%",613
"R-loop","70%",1055
"R-loop","70%",1057
"R-loop","70%",612
"R-loop","80%",1056
"R-loop","80%",613
"R-loop","80%",1055
"R-loop","80%",1057
"R-loop","80%",612
"R-loop","90%",1056
"R-loop","90%",613
"R-loop","90%",1055
"R-loop","90%",1057
"R-loop","90%",612
"R-loop","100%",1056
"R-loop","100%",613
"R-loop","100%",1055
"R-loop","100%",1057
"R-loop","100%",612
"R-loop","10%",1056
"R-loop","10%",613
"R-loop","10%",1055
"R-loop","10%",612
"R-loop","20%",1056
"R-loop","20%",613
"R-loop","20%",1055
"R-loop","20%",612
"R-loop","30%",1056
"R-loop","30%",613
"R-loop","30%",1055
"R-loop","30%",612
"R-loop","40%",1056
"R-loop","40%",613
"R-loop","40%",1055
"R-loop","40%",612
"R-loop","50%",1056
"R-loop","50%",613
"R-loop","50%",1055
"R-loop","50%",612
"R-loop","60%",1056
"R-loop","60%",613
"R-loop","60%",1055
"R-loop","60%",612
"R-loop","70%",1056
"R-loop","70%",613
"R-loop","70%",1055
"R-loop","70%",612
"R-loop","80%",1056
"R-loop","80%",613
"R-loop","80%",1055
"R-loop","80%",612
"R-loop","90%",1056
"R-loop","90%",613
"R-loop","90%",1055
"R-loop","90%",612
"R-loop","100%",1056
"R-loop","100%",613
"R-loop","100%",1055
"R-loop","100%",612
"R-loop","10%",613
"R-loop","10%",1055
"R-loop","10%",612
"R-loop","20%",613
"R-loop","20%",1055
"R-loop","20%",612
"R-loop","30%",613
"R-loop","30%",1055
"R-loop","30%",612
"R-loop","40%",613
"R-loop","40%",1055
"R-loop","40%",612
"R-loop","50%",613
"R-loop","50%",1055
"R-loop","50%",612
"R-loop","60%",613
"R-loop","60%",1055
"R-loop","60%",612
"R-loop","70%",613
"R-loop","70%",1055
"R-loop","70%",612
"R-loop","80%",613
"R-loop","80%",1055
"R-loop","80%",612
"R-loop","90%",613
"R-loop","90%",1055
"R-loop","90%",612
"R-loop","100%",612
"R-loop","10%",612
"R-loop","20%",612
"R-loop","30%",612
"R-loop","40%",612
"R-loop","50%",612
"R-loop","60%",612
"R-loop","70%",612
"R-loop","80%",612
"R-loop","60%",610
"R-loop","70%",610
"R-loop","80%",610
"R-loop","90%",610
"R-loop","60%",1054
"R-loop","70%",1054
"R-loop","80%",1054
"R-loop","90%",1054
"R-loop","40%",18
"R-loop","40%",738
"R-loop","50%",18
"R-loop","50%",738
"R-loop","60%",18
"R-loop","60%",738
"R-loop","70%",18
"R-loop","70%",738
"R-loop","80%",18
"R-loop","80%",738
"R-loop","90%",18
"R-loop","90%",738
"R-loop","10%",608
"R-loop","90%",607
"R-loop","100%",607
"R-loop","10%",607
"R-loop","20%",607
"R-loop","30%",607
"R-loop","40%",607
"R-loop","50%",607
"R-loop","60%",607
"R-loop","60%",1052
"R-loop","60%",605
"R-loop","70%",607
"R-loop","70%",1052
"R-loop","70%",605
"R-loop","80%",607
"R-loop","80%",1052
"R-loop","80%",605
"R-loop","90%",607
"R-loop","90%",1052
"R-loop","90%",605
"R-loop","100%",607
"R-loop","100%",1052
"R-loop","100%",605
"R-loop","100%",1051
"R-loop","10%",1052
"R-loop","10%",605
"R-loop","10%",1051
"R-loop","10%",604
"R-loop","10%",1050
"R-loop","10%",603
"R-loop","10%",602
"R-loop","20%",1052
"R-loop","20%",1051
"R-loop","20%",604
"R-loop","20%",1050
"R-loop","20%",603
"R-loop","20%",602
"R-loop","20%",601
"R-loop","30%",1051
"R-loop","30%",604
"R-loop","30%",1050
"R-loop","30%",603
"R-loop","30%",602
"R-loop","30%",601
"R-loop","40%",1051
"R-loop","40%",604
"R-loop","40%",1050
"R-loop","40%",603
"R-loop","40%",602
"R-loop","40%",601
"R-loop","50%",1051
"R-loop","50%",604
"R-loop","50%",1050
"R-loop","50%",603
"R-loop","50%",602
"R-loop","50%",601
"R-loop","60%",1051
"R-loop","60%",604
"R-loop","60%",1050
"R-loop","60%",603
"R-loop","60%",602
"R-loop","60%",601
"R-loop","70%",1051
"R-loop","70%",604
"R-loop","70%",1050
"R-loop","70%",603
"R-loop","70%",602
"R-loop","70%",601
"R-loop","80%",1051
"R-loop","80%",604
"R-loop","80%",1050
"R-loop","80%",603
"R-loop","80%",602
"R-loop","80%",601
"R-loop","90%",1051
"R-loop","90%",604
"R-loop","90%",1050
"R-loop","90%",603
"R-loop","90%",602
"R-loop","90%",601
"R-loop","100%",604
"R-loop","100%",1050
"R-loop","100%",603
"R-loop","100%",602
"R-loop","100%",601
"R-loop","10%",1050
"R-loop","10%",603
"R-loop","10%",602
"R-loop","10%",601
"R-loop","20%",1050
"R-loop","20%",603
"R-loop","20%",602
"R-loop","20%",601
"R-loop","30%",1050
"R-loop","30%",603
"R-loop","30%",602
"R-loop","30%",601
"R-loop","40%",1050
"R-loop","40%",603
"R-loop","40%",602
"R-loop","40%",601
"R-loop","50%",1050
"R-loop","50%",603
"R-loop","50%",602
"R-loop","50%",601
"R-loop","60%",1050
"R-loop","60%",603
"R-loop","60%",602
"R-loop","60%",601
"R-loop","70%",1050
"R-loop","70%",603
"R-loop","70%",602
"R-loop","70%",601
"R-loop","80%",1050
"R-loop","80%",603
"R-loop","80%",602
"R-loop","80%",601
"R-loop","90%",603
"R-loop","90%",602
"R-loop","90%",601
"R-loop","100%",602
"R-loop","100%",601
"R-loop","10%",602
"R-loop","10%",601
"R-loop","20%",602
"R-loop","20%",601
"R-loop","30%",602
"R-loop","30%",601
"R-loop","40%",602
"R-loop","40%",601
"R-loop","50%",601
"R-loop","60%",601
"R-loop","70%",601
"R-loop","80%",601
"R-loop","90%",601
"R-loop","100%",601
"R-loop","30%",600
"R-loop","40%",600
"R-loop","50%",600
"R-loop","60%",600
"R-loop","70%",600
"R-loop","80%",600
"R-loop","90%",600
"R-loop","100%",600
"R-loop","10%",600
"R-loop","10%",599
"R-loop","20%",600
"R-loop","20%",599
"R-loop","30%",600
"R-loop","30%",599
"R-loop","40%",600
"R-loop","40%",599
"R-loop","50%",600
"R-loop","50%",599
"R-loop","60%",600
"R-loop","60%",599
"R-loop","70%",599
"R-loop","80%",599
"R-loop","90%",599
"R-loop","10%",598
"R-loop","20%",598
"R-loop","70%",1049
"R-loop","70%",597
"R-loop","80%",1049
"R-loop","80%",597
"R-loop","90%",1049
"R-loop","90%",597
"R-loop","10%",596
"R-loop","20%",596
"R-loop","30%",596
"R-loop","40%",596
"R-loop","50%",596
"R-loop","70%",595
"R-loop","80%",595
"R-loop","80%",594
"R-loop","80%",1047
"R-loop","80%",1048
"R-loop","90%",595
"R-loop","90%",594
"R-loop","90%",1047
"R-loop","90%",1048
"R-loop","100%",595
"R-loop","100%",594
"R-loop","100%",1047
"R-loop","100%",1048
"R-loop","80%",592
"R-loop","90%",592
"R-loop","100%",592
"R-loop","10%",592
"R-loop","20%",588
"R-loop","30%",588
"R-loop","40%",588
"R-loop","40%",589
"R-loop","50%",588
"R-loop","50%",589
"R-loop","50%",590
"R-loop","60%",588
"R-loop","60%",589
"R-loop","60%",590
"R-loop","70%",588
"R-loop","70%",589
"R-loop","70%",590
"R-loop","80%",588
"R-loop","80%",589
"R-loop","80%",590
"R-loop","80%",591
"R-loop","90%",588
"R-loop","90%",589
"R-loop","90%",590
"R-loop","90%",591
"R-loop","100%",588
"R-loop","100%",589
"R-loop","100%",590
"R-loop","100%",591
"R-loop","10%",588
"R-loop","10%",589
"R-loop","10%",590
"R-loop","20%",588
"R-loop","20%",589
"R-loop","20%",590
"R-loop","30%",588
"R-loop","30%",589
"R-loop","30%",590
"R-loop","40%",588
"R-loop","40%",589
"R-loop","40%",590
"R-loop","50%",588
"R-loop","50%",589
"R-loop","50%",590
"R-loop","60%",588
"R-loop","60%",589
"R-loop","60%",590
"R-loop","70%",588
"R-loop","70%",589
"R-loop","80%",588
"R-loop","80%",589
"R-loop","90%",588
"R-loop","90%",589
"R-loop","100%",588
"R-loop","70%",587
"R-loop","80%",587
"R-loop","90%",587
"R-loop","100%",587
"R-loop","10%",586
"R-loop","10%",1044
"R-loop","20%",586
"R-loop","20%",1044
"R-loop","30%",586
"R-loop","30%",1044
"R-loop","50%",1040
"R-loop","60%",1040
"R-loop","70%",1040
"R-loop","100%",581
"R-loop","100%",1038
"R-loop","10%",579
"R-loop","20%",579
"R-loop","40%",578
"R-loop","40%",1036
"R-loop","50%",578
"R-loop","50%",1036
"R-loop","60%",578
"R-loop","60%",1036
"R-loop","10%",22
"R-loop","20%",22
"R-loop","30%",22
"R-loop","10%",576
"R-loop","20%",576
"R-loop","30%",576
"R-loop","40%",576
"R-loop","50%",576
"R-loop","60%",576
"R-loop","70%",576
"R-loop","80%",576
"R-loop","90%",576
"R-loop","30%",23
"R-loop","40%",23
"R-loop","50%",23
"R-loop","60%",23
"R-loop","80%",573
"R-loop","90%",573
"R-loop","100%",573
"R-loop","30%",1034
"R-loop","40%",1034
"R-loop","50%",572
"R-loop","60%",572
"R-loop","60%",571
"R-loop","70%",571
"R-loop","80%",571
"R-loop","40%",570
"R-loop","50%",570
"R-loop","60%",570
"R-loop","70%",570
"R-loop","80%",570
"R-loop","90%",570
"R-loop","100%",24
"R-loop","80%",567
"R-loop","90%",567
"R-loop","100%",567
"R-loop","10%",567
"R-loop","20%",567
"R-loop","30%",567
"R-loop","90%",1032
"R-loop","100%",1032
"R-loop","60%",25
"R-loop","70%",25
"R-loop","80%",25
"R-loop","90%",25
"R-loop","60%",564
"R-loop","60%",1028
"R-loop","70%",564
"R-loop","70%",1028
"R-loop","80%",564
"R-loop","80%",1028
"R-loop","90%",564
"R-loop","90%",1028
"R-loop","90%",1029
"R-loop","90%",1030
"R-loop","90%",565
"R-loop","100%",564
"R-loop","100%",1028
"R-loop","100%",1029
"R-loop","100%",1030
"R-loop","100%",565
"R-loop","10%",564
"R-loop","10%",1028
"R-loop","10%",1029
"R-loop","10%",1030
"R-loop","10%",565
"R-loop","20%",564
"R-loop","20%",1028
"R-loop","20%",1029
"R-loop","20%",1030
"R-loop","30%",564
"R-loop","30%",1028
"R-loop","30%",1029
"R-loop","30%",1030
"R-loop","40%",564
"R-loop","40%",1028
"R-loop","40%",1029
"R-loop","40%",1030
"R-loop","50%",564
"R-loop","50%",1028
"R-loop","50%",1029
"R-loop","60%",564
"R-loop","60%",1028
"R-loop","60%",1029
"R-loop","20%",1027
"R-loop","30%",1027
"R-loop","40%",1027
"R-loop","40%",558
"R-loop","50%",558
"R-loop","60%",558
"R-loop","70%",558
"R-loop","10%",553
"R-loop","20%",553
"R-loop","30%",553
"R-loop","30%",1023
"R-loop","30%",555
"R-loop","30%",554
"R-loop","40%",553
"R-loop","40%",1023
"R-loop","40%",555
"R-loop","40%",554
"R-loop","50%",553
"R-loop","50%",1023
"R-loop","50%",555
"R-loop","50%",554
"R-loop","60%",553
"R-loop","60%",1023
"R-loop","60%",555
"R-loop","60%",554
"R-loop","70%",553
"R-loop","70%",1023
"R-loop","70%",555
"R-loop","70%",554
"R-loop","80%",553
"R-loop","80%",1023
"R-loop","80%",554
"R-loop","90%",553
"R-loop","90%",1023
"R-loop","90%",554
"R-loop","100%",553
"R-loop","100%",1023
"R-loop","100%",554
"R-loop","90%",26
"R-loop","100%",26
"R-loop","100%",741
"R-loop","10%",26
"R-loop","10%",741
"R-loop","10%",27
"R-loop","10%",28
"R-loop","20%",27
"R-loop","40%",549
"R-loop","40%",550
"R-loop","50%",549
"R-loop","50%",550
"R-loop","60%",549
"R-loop","60%",550
"R-loop","70%",549
"R-loop","30%",743
"R-loop","40%",744
"R-loop","10%",29
"R-loop","20%",29
"R-loop","30%",29
"R-loop","40%",29
"R-loop","50%",29
"R-loop","60%",29
"R-loop","60%",30
"R-loop","70%",29
"R-loop","70%",30
"R-loop","80%",29
"R-loop","80%",30
"R-loop","90%",29
"R-loop","90%",30
"R-loop","100%",29
"R-loop","100%",30
"R-loop","10%",30
"R-loop","60%",548
"R-loop","70%",548
"R-loop","80%",548
"R-loop","90%",548
"R-loop","50%",748
"R-loop","50%",32
"R-loop","60%",748
"R-loop","60%",32
"R-loop","60%",1020
"R-loop","70%",1020
"R-loop","20%",33
"R-loop","30%",33
"R-loop","20%",749
"R-loop","30%",749
"R-loop","10%",542
"R-loop","20%",36
"R-loop","30%",36
"R-loop","50%",750
"R-loop","60%",750
"R-loop","60%",37
"R-loop","70%",750
"R-loop","70%",37
"R-loop","80%",750
"R-loop","80%",37
"R-loop","90%",750
"R-loop","90%",37
"R-loop","100%",750
"R-loop","100%",37
"R-loop","100%",38
"R-loop","10%",750
"R-loop","10%",38
"R-loop","30%",751
"R-loop","40%",751
"R-loop","50%",751
"R-loop","50%",541
"R-loop","60%",541
"R-loop","70%",541
"R-loop","80%",541
"R-loop","90%",541
"R-loop","40%",540
"R-loop","40%",1019
"R-loop","50%",540
"R-loop","50%",1019
"R-loop","60%",540
"R-loop","60%",1019
"R-loop","100%",539
"R-loop","10%",539
"R-loop","10%",538
"R-loop","10%",537
"R-loop","20%",539
"R-loop","20%",538
"R-loop","20%",537
"R-loop","30%",539
"R-loop","30%",538
"R-loop","30%",537
"R-loop","40%",539
"R-loop","40%",538
"R-loop","40%",537
"R-loop","50%",539
"R-loop","50%",538
"R-loop","50%",537
"R-loop","60%",539
"R-loop","60%",538
"R-loop","60%",537
"R-loop","70%",538
"R-loop","70%",537
"R-loop","80%",538
"R-loop","80%",537
"R-loop","90%",538
"R-loop","90%",537
"R-loop","100%",538
"R-loop","100%",537
"R-loop","10%",538
"R-loop","10%",537
"R-loop","10%",39
"R-loop","20%",538
"R-loop","20%",537
"R-loop","20%",39
"R-loop","30%",538
"R-loop","30%",537
"R-loop","30%",39
"R-loop","40%",538
"R-loop","40%",537
"R-loop","50%",537
"R-loop","60%",537
"R-loop","70%",537
"R-loop","80%",537
"R-loop","90%",537
"R-loop","40%",1018
"R-loop","50%",1018
"R-loop","60%",1018
"R-loop","10%",752
"R-loop","20%",752
"R-loop","30%",752
"R-loop","20%",534
"R-loop","30%",534
"R-loop","10%",753
"R-loop","20%",753
"R-loop","30%",753
"R-loop","40%",753
"R-loop","50%",753
"R-loop","60%",753
"R-loop","70%",753
"R-loop","80%",753
"R-loop","90%",753
"R-loop","100%",753
"R-loop","30%",527
"R-loop","30%",528
"R-loop","40%",527
"R-loop","40%",528
"R-loop","50%",527
"R-loop","80%",754
"R-loop","80%",526
"R-loop","90%",754
"R-loop","90%",526
"R-loop","90%",525
"R-loop","100%",525
"R-loop","10%",524
"R-loop","20%",524
"R-loop","10%",756
"R-loop","10%",43
"R-loop","20%",756
"R-loop","20%",43
"R-loop","30%",756
"R-loop","30%",43
"R-loop","40%",756
"R-loop","40%",43
"R-loop","50%",756
"R-loop","50%",43
"R-loop","60%",756
"R-loop","60%",43
"R-loop","70%",756
"R-loop","70%",43
"R-loop","70%",44
"R-loop","80%",756
"R-loop","80%",43
"R-loop","80%",44
"R-loop","90%",756
"R-loop","90%",43
"R-loop","90%",44
"R-loop","100%",756
"R-loop","100%",43
"R-loop","100%",44
"R-loop","10%",44
"R-loop","20%",44
"R-loop","40%",45
"R-loop","40%",757
"R-loop","50%",45
"R-loop","50%",757
"R-loop","60%",45
"R-loop","60%",757
"R-loop","70%",45
"R-loop","70%",757
"R-loop","80%",45
"R-loop","80%",757
"R-loop","90%",45
"R-loop","90%",757
"R-loop","100%",45
"R-loop","100%",757
"R-loop","10%",45
"R-loop","10%",757
"R-loop","20%",45
"R-loop","20%",757
"R-loop","30%",45
"R-loop","30%",757
"R-loop","40%",45
"R-loop","40%",757
"R-loop","50%",45
"R-loop","50%",757
"R-loop","50%",1015
"R-loop","60%",45
"R-loop","60%",757
"R-loop","60%",1015
"R-loop","70%",45
"R-loop","70%",757
"R-loop","70%",1015
"R-loop","80%",45
"R-loop","80%",757
"R-loop","80%",1015
"R-loop","90%",45
"R-loop","90%",757
"R-loop","90%",1015
"R-loop","100%",45
"R-loop","100%",757
"R-loop","100%",1015
"R-loop","10%",46
"R-loop","10%",758
"R-loop","20%",759
"R-loop","30%",759
"R-loop","30%",47
"R-loop","40%",759
"R-loop","40%",47
"R-loop","20%",522
"R-loop","30%",522
"R-loop","50%",760
"R-loop","60%",760
"R-loop","70%",760
"R-loop","80%",760
"R-loop","90%",760
"R-loop","90%",48
"R-loop","100%",760
"R-loop","100%",48
"R-loop","10%",760
"R-loop","10%",48
"R-loop","20%",760
"R-loop","20%",48
"R-loop","30%",760
"R-loop","30%",48
"R-loop","30%",761
"R-loop","40%",760
"R-loop","40%",48
"R-loop","40%",761
"R-loop","50%",760
"R-loop","50%",48
"R-loop","50%",761
"R-loop","60%",760
"R-loop","60%",48
"R-loop","60%",761
"R-loop","70%",760
"R-loop","70%",48
"R-loop","70%",761
"R-loop","80%",760
"R-loop","80%",48
"R-loop","80%",761
"R-loop","90%",760
"R-loop","90%",48
"R-loop","90%",761
"R-loop","100%",761
"R-loop","10%",1013
"R-loop","10%",519
"R-loop","10%",520
"R-loop","20%",1013
"R-loop","20%",519
"R-loop","20%",520
"R-loop","30%",1013
"R-loop","30%",519
"R-loop","30%",520
"R-loop","40%",1013
"R-loop","40%",519
"R-loop","40%",520
"R-loop","50%",1013
"R-loop","50%",519
"R-loop","50%",520
"R-loop","60%",1013
"R-loop","60%",519
"R-loop","70%",1013
"R-loop","70%",519
"R-loop","80%",1013
"R-loop","80%",519
"R-loop","90%",1013
"R-loop","90%",519
"R-loop","100%",1013
"R-loop","100%",519
"R-loop","30%",54
"R-loop","40%",54
"R-loop","50%",54
"R-loop","60%",54
"R-loop","70%",54
"R-loop","80%",54
"R-loop","80%",55
"R-loop","80%",765
"R-loop","80%",56
"R-loop","90%",54
"R-loop","90%",55
"R-loop","90%",765
"R-loop","90%",56
"R-loop","100%",54
"R-loop","100%",55
"R-loop","100%",765
"R-loop","100%",56
"R-loop","50%",57
"R-loop","60%",57
"R-loop","70%",57
"R-loop","70%",518
"R-loop","80%",57
"R-loop","80%",518
"R-loop","90%",57
"R-loop","90%",518
"R-loop","100%",57
"R-loop","10%",57
"R-loop","20%",57
"R-loop","50%",517
"R-loop","60%",517
"R-loop","10%",58
"R-loop","50%",516
"R-loop","60%",516
"R-loop","70%",516
"R-loop","80%",516
"R-loop","90%",516
"R-loop","100%",516
"R-loop","10%",60
"R-loop","20%",60
"R-loop","30%",60
"R-loop","10%",61
"R-loop","10%",62
"R-loop","20%",61
"R-loop","20%",62
"R-loop","30%",61
"R-loop","30%",62
"R-loop","40%",61
"R-loop","40%",62
"R-loop","50%",61
"R-loop","50%",62
"R-loop","60%",61
"R-loop","60%",62
"R-loop","70%",61
"R-loop","70%",62
"R-loop","80%",61
"R-loop","80%",62
"R-loop","90%",61
"R-loop","90%",62
"R-loop","100%",61
"R-loop","100%",62
"R-loop","10%",63
"R-loop","20%",63
"R-loop","10%",64
"R-loop","10%",65
"R-loop","20%",64
"R-loop","20%",65
"R-loop","10%",66
"R-loop","20%",66
"R-loop","30%",66
"R-loop","30%",67
"R-loop","40%",66
"R-loop","40%",67
"R-loop","50%",66
"R-loop","50%",67
"R-loop","60%",66
"R-loop","60%",67
"R-loop","70%",66
"R-loop","80%",66
"R-loop","40%",1011
"R-loop","50%",1011
"R-loop","50%",515
"R-loop","60%",1011
"R-loop","60%",515
"R-loop","70%",1011
"R-loop","70%",515
"R-loop","80%",1011
"R-loop","80%",515
"R-loop","90%",1011
"R-loop","90%",515
"R-loop","100%",1011
"R-loop","100%",515
"R-loop","10%",69
"R-loop","20%",69
"R-loop","30%",69
"R-loop","40%",69
"R-loop","50%",69
"R-loop","60%",69
"R-loop","70%",69
"R-loop","10%",770
"R-loop","30%",514
"R-loop","40%",514
"R-loop","50%",514
"R-loop","90%",513
"R-loop","100%",513
"R-loop","40%",511
"R-loop","50%",511
"R-loop","60%",511
"R-loop","60%",1010
"R-loop","70%",511
"R-loop","70%",1010
"R-loop","70%",512
"R-loop","80%",511
"R-loop","80%",1010
"R-loop","80%",512
"R-loop","90%",511
"R-loop","90%",1010
"R-loop","90%",512
"R-loop","100%",511
"R-loop","100%",1010
"R-loop","60%",510
"R-loop","70%",510
"R-loop","80%",510
"R-loop","90%",510
"R-loop","10%",507
"R-loop","10%",506
"R-loop","20%",507
"R-loop","20%",506
"R-loop","20%",1009
"R-loop","30%",507
"R-loop","30%",506
"R-loop","30%",1009
"R-loop","40%",506
"R-loop","40%",1009
"R-loop","50%",506
"R-loop","60%",505
"R-loop","70%",505
"R-loop","80%",504
"R-loop","90%",504
"R-loop","100%",504
"R-loop","10%",504
"R-loop","20%",504
"R-loop","30%",504
"R-loop","40%",504
"R-loop","50%",504
"R-loop","60%",504
"R-loop","70%",504
"R-loop","70%",503
"R-loop","80%",504
"R-loop","80%",503
"R-loop","90%",504
"R-loop","90%",503
"R-loop","100%",504
"R-loop","100%",503
"R-loop","10%",504
"R-loop","10%",503
"R-loop","20%",504
"R-loop","20%",503
"R-loop","30%",504
"R-loop","30%",503
"R-loop","40%",504
"R-loop","40%",503
"R-loop","50%",503
"R-loop","60%",503
"R-loop","70%",503
"R-loop","80%",503
"R-loop","90%",503
"R-loop","100%",503
"R-loop","10%",503
"R-loop","20%",503
"R-loop","30%",503
"R-loop","30%",1008
"R-loop","40%",1008
"R-loop","50%",1008
"R-loop","60%",1008
"R-loop","70%",1008
"R-loop","80%",1008
"R-loop","90%",1008
"R-loop","70%",501
"R-loop","80%",501
"R-loop","90%",501
"R-loop","100%",501
"R-loop","10%",501
"R-loop","10%",500
"R-loop","10%",1006
"R-loop","20%",500
"R-loop","20%",1006
"R-loop","20%",499
"R-loop","30%",500
"R-loop","30%",1006
"R-loop","30%",499
"R-loop","40%",500
"R-loop","40%",1006
"R-loop","40%",499
"R-loop","50%",499
"R-loop","60%",499
"R-loop","70%",499
"R-loop","80%",499
"R-loop","40%",71
"R-loop","50%",71
"R-loop","60%",71
"R-loop","60%",773
"R-loop","60%",72
"R-loop","70%",71
"R-loop","70%",773
"R-loop","70%",72
"R-loop","80%",71
"R-loop","80%",773
"R-loop","80%",72
"R-loop","90%",71
"R-loop","90%",773
"R-loop","10%",73
"R-loop","20%",73
"R-loop","30%",73
"R-loop","90%",74
"R-loop","90%",498
"R-loop","100%",74
"R-loop","100%",498
"R-loop","70%",76
"R-loop","80%",76
"R-loop","90%",76
"R-loop","90%",775
"R-loop","100%",76
"R-loop","100%",775
"R-loop","10%",76
"R-loop","10%",775
"R-loop","20%",76
"R-loop","20%",775
"R-loop","30%",76
"R-loop","40%",76
"R-loop","50%",76
"R-loop","60%",76
"R-loop","70%",76
"R-loop","10%",79
"R-loop","20%",79
"R-loop","30%",79
"R-loop","40%",79
"R-loop","50%",79
"R-loop","60%",79
"R-loop","70%",79
"R-loop","80%",79
"R-loop","90%",79
"R-loop","90%",776
"R-loop","100%",79
"R-loop","100%",776
"R-loop","10%",1003
"R-loop","10%",495
"R-loop","10%",494
"R-loop","10%",1002
"R-loop","20%",494
"R-loop","20%",1002
"R-loop","30%",494
"R-loop","30%",1002
"R-loop","40%",494
"R-loop","40%",1002
"R-loop","50%",494
"R-loop","50%",1002
"R-loop","60%",494
"R-loop","60%",1002
"R-loop","70%",494
"R-loop","70%",1002
"R-loop","80%",494
"R-loop","80%",1002
"R-loop","90%",494
"R-loop","90%",1002
"R-loop","100%",494
"R-loop","100%",1002
"R-loop","10%",1001
"R-loop","10%",493
"R-loop","20%",1001
"R-loop","80%",492
"R-loop","90%",492
"R-loop","90%",491
"R-loop","90%",1000
"R-loop","100%",492
"R-loop","100%",491
"R-loop","100%",1000
"R-loop","10%",492
"R-loop","10%",491
"R-loop","10%",1000
"R-loop","10%",999
"R-loop","20%",492
"R-loop","20%",491
"R-loop","20%",1000
"R-loop","20%",999
"R-loop","30%",492
"R-loop","30%",491
"R-loop","30%",1000
"R-loop","30%",999
"R-loop","30%",998
"R-loop","40%",492
"R-loop","40%",491
"R-loop","40%",1000
"R-loop","40%",999
"R-loop","40%",998
"R-loop","50%",492
"R-loop","50%",491
"R-loop","50%",999
"R-loop","50%",998
"R-loop","60%",492
"R-loop","60%",491
"R-loop","60%",999
"R-loop","60%",998
"R-loop","70%",492
"R-loop","70%",491
"R-loop","70%",999
"R-loop","70%",998
"R-loop","80%",492
"R-loop","80%",491
"R-loop","80%",999
"R-loop","80%",998
"R-loop","90%",492
"R-loop","90%",491
"R-loop","90%",999
"R-loop","90%",998
"R-loop","100%",492
"R-loop","100%",491
"R-loop","100%",999
"R-loop","100%",998
"R-loop","10%",491
"R-loop","10%",999
"R-loop","10%",998
"R-loop","20%",491
"R-loop","20%",999
"R-loop","20%",998
"R-loop","30%",491
"R-loop","30%",999
"R-loop","30%",998
"R-loop","40%",491
"R-loop","40%",999
"R-loop","40%",998
"R-loop","50%",999
"R-loop","50%",998
"R-loop","60%",999
"R-loop","60%",998
"R-loop","70%",999
"R-loop","70%",998
"R-loop","80%",999
"R-loop","80%",998
"R-loop","90%",999
"R-loop","90%",998
"R-loop","100%",999
"R-loop","100%",998
"R-loop","10%",999
"R-loop","10%",998
"R-loop","20%",998
"R-loop","30%",998
"R-loop","50%",80
"R-loop","60%",80
"R-loop","10%",486
"R-loop","20%",486
"R-loop","30%",486
"R-loop","40%",486
"R-loop","50%",486
"R-loop","60%",486
"R-loop","70%",486
"R-loop","80%",486
"R-loop","90%",486
"R-loop","100%",486
"R-loop","10%",995
"R-loop","10%",485
"R-loop","10%",996
"R-loop","20%",995
"R-loop","20%",485
"R-loop","20%",996
"R-loop","30%",995
"R-loop","30%",485
"R-loop","30%",996
"R-loop","40%",995
"R-loop","40%",485
"R-loop","40%",996
"R-loop","50%",995
"R-loop","50%",485
"R-loop","50%",996
"R-loop","60%",995
"R-loop","60%",485
"R-loop","60%",996
"R-loop","70%",995
"R-loop","80%",995
"R-loop","90%",995
"R-loop","100%",995
"R-loop","10%",995
"R-loop","20%",995
"R-loop","70%",484
"R-loop","80%",484
"R-loop","90%",484
"R-loop","90%",993
"R-loop","100%",484
"R-loop","100%",993
