"classe","region","nb_index"
"Cruciform","90%",3733
"Cruciform","100%",3733
"Cruciform","40%",3734
"Cruciform","80%",3735
"Cruciform","90%",3736
"Cruciform","80%",3737
"Cruciform","80%",3738
"Cruciform","90%",3738
"Cruciform","10%",3739
"Cruciform","20%",3740
"Cruciform","30%",3740
"Cruciform","50%",3741
"Cruciform","60%",3742
"Cruciform","100%",3743
"Cruciform","10%",3758
"Cruciform","10%",3759
"Cruciform","20%",3760
"Cruciform","20%",3761
"Cruciform","40%",3762
"Cruciform","40%",3763
"Cruciform","50%",3763
"Cruciform","50%",3764
"Cruciform","60%",3765
"Cruciform","80%",3766
"Cruciform","80%",3767
"Cruciform","80%",3768
"Cruciform","100%",3769
"Cruciform","40%",3770
"Cruciform","70%",3771
"Cruciform","80%",3772
"Cruciform","100%",3773
"Cruciform","10%",3774
"Cruciform","10%",3775
"Cruciform","20%",3775
"Cruciform","10%",3779
"Cruciform","30%",3780
"Cruciform","40%",3781
"Cruciform","40%",3782
"Cruciform","60%",3783
"Cruciform","10%",3784
"Cruciform","10%",3785
"Cruciform","40%",3786
"Cruciform","50%",3786
"Cruciform","90%",3787
"Cruciform","100%",3788
"Cruciform","60%",3789
"Cruciform","60%",3790
"Cruciform","20%",3791
"Cruciform","30%",3792
"Cruciform","40%",3793
"Cruciform","50%",3794
"Cruciform","60%",3795
"Cruciform","60%",3796
"Cruciform","70%",3797
"Cruciform","70%",3798
"Cruciform","70%",3799
"Cruciform","80%",3799
"Cruciform","80%",3800
"Cruciform","90%",3801
"Cruciform","90%",3802
"Cruciform","100%",3801
"Cruciform","100%",3802
"Cruciform","100%",3803
"Cruciform","10%",3804
"Cruciform","20%",3804
"Cruciform","50%",3805
"Cruciform","60%",3806
"Cruciform","70%",3806
"Cruciform","10%",3807
"Cruciform","10%",3808
"Cruciform","20%",3808
"Cruciform","40%",3809
"Cruciform","50%",3810
"Cruciform","60%",3811
"Cruciform","60%",3812
"Cruciform","70%",3813
"Cruciform","90%",3814
"Cruciform","100%",3814
"Cruciform","40%",3815
"Cruciform","80%",3816
"Cruciform","90%",3817
"Cruciform","100%",3817
"Cruciform","20%",3818
"Cruciform","20%",3819
"Cruciform","60%",3820
"Cruciform","80%",3821
"Cruciform","90%",3822
"Cruciform","100%",3822
"Cruciform","20%",3823
"Cruciform","40%",3824
"Cruciform","40%",3825
"Cruciform","40%",3826
"Cruciform","40%",3827
"Cruciform","50%",3826
"Cruciform","50%",3827
"Cruciform","60%",3827
"Cruciform","60%",3828
"Cruciform","70%",3829
"Cruciform","90%",3830
"Cruciform","100%",3830
"Cruciform","10%",3833
"Cruciform","20%",3833
"Cruciform","20%",3834
"Cruciform","30%",3835
"Cruciform","40%",3835
"Cruciform","60%",3836
"Cruciform","70%",3837
"Cruciform","90%",3838
"Cruciform","30%",3855
"Cruciform","40%",3855
"Cruciform","40%",3863
"Cruciform","50%",3863
"Cruciform","80%",3864
"Cruciform","90%",3881
"Cruciform","10%",3886
"Cruciform","10%",3887
"Cruciform","20%",3886
"Cruciform","20%",3887
"Cruciform","30%",3888
"Cruciform","40%",3889
"Cruciform","40%",3890
"Cruciform","50%",3890
"Cruciform","50%",3892
"Cruciform","60%",3892
"Cruciform","100%",3893
"Cruciform","20%",3894
"Cruciform","20%",3895
"Cruciform","30%",3896
"Cruciform","60%",3897
"Cruciform","70%",3898
"Cruciform","70%",3899
"Cruciform","10%",3901
"Cruciform","20%",3902
"Cruciform","50%",3903
"Cruciform","90%",3904
"Cruciform","20%",3908
"Cruciform","10%",3912
"Cruciform","40%",3913
"Cruciform","70%",3914
"Cruciform","10%",3919
"Cruciform","30%",3920
"Cruciform","30%",3921
"Cruciform","40%",3922
"Cruciform","60%",3923
"Cruciform","70%",3924
"Cruciform","70%",3925
"Cruciform","100%",3926
"Cruciform","100%",3927
"Cruciform","60%",3941
"Cruciform","90%",3942
"Cruciform","100%",3942
"Cruciform","90%",3945
"Cruciform","100%",3945
"Cruciform","100%",3946
"Cruciform","70%",3956
"Cruciform","80%",3956
"Cruciform","10%",3973
"Cruciform","10%",3974
"Cruciform","10%",3975
"Cruciform","20%",3975
"Cruciform","20%",3976
"Cruciform","30%",3976
"Cruciform","40%",3977
"Cruciform","60%",3978
"Cruciform","70%",3979
"Cruciform","90%",3980
"Cruciform","10%",3988
"Cruciform","20%",3989
"Cruciform","60%",3990
"Cruciform","70%",3991
"Cruciform","70%",3992
"Cruciform","20%",3993
"Cruciform","100%",3994
"Cruciform","10%",3995
"Cruciform","50%",3996
"Cruciform","60%",3997
"Cruciform","80%",3998
"Cruciform","90%",3999
"Cruciform","40%",4010
"Cruciform","40%",4011
"Cruciform","50%",4011
"Cruciform","50%",4012
"Cruciform","60%",4013
"Cruciform","90%",4014
"Cruciform","100%",4015
"Cruciform","40%",4017
"Cruciform","80%",4018
"Cruciform","100%",4019
"Cruciform","30%",4021
"Cruciform","70%",4022
"Cruciform","80%",4022
"Cruciform","40%",4023
"Cruciform","60%",4024
"Cruciform","40%",4025
"Cruciform","50%",4026
"Cruciform","60%",4027
"Cruciform","60%",4028
"Cruciform","80%",4029
"Cruciform","30%",4030
"Cruciform","90%",4031
"Cruciform","20%",4035
"Cruciform","60%",4036
"Cruciform","90%",4037
"Cruciform","30%",4058
"Cruciform","90%",4059
"Cruciform","20%",4060
"Cruciform","30%",4060
"Cruciform","30%",4061
"Cruciform","70%",4062
"Cruciform","90%",4063
"Cruciform","100%",4063
"Cruciform","100%",4064
"Cruciform","10%",4065
"Cruciform","20%",4065
"Cruciform","20%",4066
"Cruciform","30%",4067
"Cruciform","40%",4067
"Cruciform","50%",4068
"Cruciform","60%",4068
"Cruciform","60%",4069
"Cruciform","90%",4070
"Cruciform","100%",4071
"Cruciform","40%",4072
"Cruciform","30%",4073
"Cruciform","40%",4074
"Cruciform","40%",4075
"Cruciform","40%",4076
"Cruciform","50%",4076
"Cruciform","50%",4077
"Cruciform","60%",4077
"Cruciform","60%",4078
"Cruciform","60%",4079
"Cruciform","90%",4080
"Cruciform","90%",4081
"Cruciform","40%",4082
"Cruciform","10%",4083
"Cruciform","20%",4083
"Cruciform","30%",4083
"Cruciform","70%",4084
"Cruciform","100%",4085
"Cruciform","80%",4086
"Cruciform","100%",4087
"Cruciform","10%",4087
"Cruciform","30%",4088
"Cruciform","10%",4089
"Cruciform","20%",4090
"Cruciform","40%",4091
"Cruciform","100%",4092
"Cruciform","10%",4093
"Cruciform","40%",4094
"Cruciform","30%",4095
"Cruciform","70%",4096
"Cruciform","30%",4097
"Cruciform","50%",4098
"Cruciform","90%",4099
"Cruciform","100%",4100
"Cruciform","30%",4101
"Cruciform","70%",4102
"Cruciform","80%",4102
"Cruciform","10%",4103
"Cruciform","90%",4104
"Cruciform","60%",4105
"Cruciform","20%",4106
"Cruciform","70%",4107
"Cruciform","80%",4107
"Cruciform","90%",4107
"Cruciform","20%",4108
"Cruciform","30%",4108
"Cruciform","70%",4109
"Cruciform","10%",4110
"Cruciform","20%",4110
"Cruciform","50%",4111
"Cruciform","60%",4111
"Cruciform","70%",4112
"Cruciform","80%",4113
"Cruciform","10%",4115
"Cruciform","60%",4116
"Cruciform","60%",4117
"Cruciform","60%",4118
"Cruciform","10%",4124
"Cruciform","20%",4124
"Cruciform","40%",4125
"Cruciform","70%",4126
"Cruciform","70%",4127
"Cruciform","90%",4128
"Cruciform","40%",4129
"Cruciform","10%",4130
"Cruciform","20%",4130
"Cruciform","80%",4131
"Cruciform","80%",4132
"Cruciform","10%",4144
"Cruciform","100%",4145
"Cruciform","100%",4146
"Cruciform","50%",4147
"Cruciform","60%",4147
"Cruciform","70%",4148
"Cruciform","80%",4148
"Cruciform","100%",4149
"Cruciform","10%",4150
"Cruciform","20%",4151
"Cruciform","10%",4152
"Cruciform","20%",4153
"Cruciform","50%",4154
"Cruciform","80%",4155
"Cruciform","30%",4156
"Cruciform","40%",4156
"Cruciform","50%",4156
"Cruciform","90%",4157
"Cruciform","100%",4157
"Cruciform","10%",4160
"Cruciform","20%",4160
"Cruciform","20%",4161
"Cruciform","50%",4162
"Cruciform","60%",4162
"Cruciform","20%",4163
"Cruciform","30%",4164
"Cruciform","80%",4165
"Cruciform","100%",4166
"Cruciform","10%",4179
"Cruciform","30%",4180
"Cruciform","70%",4181
"Cruciform","90%",4182
"Cruciform","30%",4259
"Cruciform","40%",4260
"Cruciform","50%",4260
"Cruciform","50%",4261
"Cruciform","60%",4262
"Cruciform","60%",4263
"Cruciform","70%",4263
"Cruciform","10%",4267
"Cruciform","10%",4268
"Cruciform","10%",4269
"Cruciform","20%",4270
"Cruciform","20%",4271
"Cruciform","60%",4272
"Cruciform","70%",4272
"Cruciform","100%",4273
"Cruciform","100%",4274
"Cruciform","10%",4279
"Cruciform","20%",4279
"Cruciform","60%",4280
"Cruciform","80%",4281
"Cruciform","90%",4282
"Cruciform","100%",4283
"Cruciform","20%",4285
"Cruciform","70%",4286
"Cruciform","80%",4286
"Cruciform","100%",4287
"Cruciform","70%",4288
"Cruciform","10%",4309
"Cruciform","20%",4310
"Cruciform","20%",4311
"Cruciform","30%",4311
"Cruciform","60%",4312
"Cruciform","70%",4313
"Cruciform","70%",4314
"Cruciform","80%",4314
"Cruciform","90%",4315
"Cruciform","100%",4315
"Cruciform","30%",4323
"Cruciform","100%",4324
"Cruciform","60%",4325
"Cruciform","70%",4325
"Cruciform","70%",4326
"Cruciform","80%",4327
"Cruciform","90%",4327
"Cruciform","100%",4327
"Cruciform","20%",4331
"Cruciform","30%",4332
"Cruciform","40%",4333
"Cruciform","50%",4334
"Cruciform","70%",4335
"Cruciform","70%",4336
"Cruciform","80%",4337
"Cruciform","80%",4338
"Cruciform","80%",4339
"Cruciform","80%",4340
"Cruciform","90%",4340
"Cruciform","100%",4341
"Cruciform","100%",4342
"Cruciform","100%",4343
"Cruciform","60%",4348
"Cruciform","70%",4349
"Cruciform","80%",4349
"Cruciform","90%",4350
"Cruciform","20%",4357
"Cruciform","30%",4357
"Cruciform","30%",4358
"Cruciform","40%",4358
"Cruciform","40%",4359
"Cruciform","20%",4360
"Cruciform","30%",4360
"Cruciform","40%",4360
"Cruciform","40%",4361
"Cruciform","60%",4362
"Cruciform","60%",4363
"Cruciform","70%",4364
"Cruciform","80%",4364
"Cruciform","80%",4365
"Cruciform","60%",4376
"Cruciform","70%",4376
"Cruciform","80%",4376
"Cruciform","50%",4384
"Cruciform","60%",4384
"Cruciform","100%",4385
"Cruciform","90%",4391
"Cruciform","100%",4391
"Cruciform","100%",4392
"Cruciform","20%",4395
"Cruciform","40%",4396
"Cruciform","60%",4397
"Cruciform","70%",4397
"Cruciform","70%",4398
"Cruciform","90%",4399
"Cruciform","20%",4400
"Cruciform","20%",4401
"Cruciform","20%",4402
"Cruciform","30%",4401
"Cruciform","30%",4402
"Cruciform","30%",4403
"Cruciform","40%",4404
"Cruciform","70%",4405
"Cruciform","70%",4406
"Cruciform","60%",4407
"Cruciform","70%",4408
"Cruciform","80%",4409
"Cruciform","90%",4410
"Cruciform","90%",4411
"Cruciform","90%",4412
"Cruciform","10%",4418
"Cruciform","20%",4418
"Cruciform","80%",4419
"Cruciform","90%",4419
"Cruciform","90%",4420
"Cruciform","100%",4420
"Cruciform","70%",4463
"Cruciform","90%",4464
"Cruciform","10%",4465
"Cruciform","30%",4466
"Cruciform","60%",4470
"Cruciform","70%",4470
"Cruciform","10%",4487
"Cruciform","50%",4488
"Cruciform","50%",4489
"Cruciform","50%",4490
"Cruciform","60%",4491
"Cruciform","70%",4492
"Cruciform","80%",4492
"Cruciform","100%",4493
"Cruciform","30%",4500
"Cruciform","50%",4501
"Cruciform","60%",4502
"Cruciform","60%",4503
"Cruciform","80%",4504
"Cruciform","80%",4505
"Cruciform","100%",4506
"Cruciform","60%",4507
"Cruciform","60%",4508
"Cruciform","70%",4508
"Cruciform","80%",4509
"Cruciform","90%",4509
"Cruciform","20%",4523
"Cruciform","70%",4524
"Cruciform","80%",4525
"Cruciform","70%",4526
"Cruciform","80%",4527
"Cruciform","30%",4528
"Cruciform","90%",4529
"Cruciform","90%",4530
"Cruciform","100%",4531
"Cruciform","20%",4532
"Cruciform","20%",4533
"Cruciform","20%",4534
"Cruciform","70%",4535
"Cruciform","10%",4536
"Cruciform","50%",4537
"Cruciform","60%",4538
"Cruciform","80%",4539
"Cruciform","20%",4540
"Cruciform","20%",4541
"Cruciform","30%",4541
"Cruciform","30%",4542
"Cruciform","40%",4542
"Cruciform","50%",4543
"Cruciform","60%",4543
"Cruciform","70%",4544
"Cruciform","70%",4545
"Cruciform","90%",4546
"Cruciform","90%",4547
"Cruciform","100%",4547
"Cruciform","10%",4552
"Cruciform","20%",4552
"Cruciform","30%",4553
"Cruciform","100%",4563
"Cruciform","10%",4564
"Cruciform","40%",4565
"Cruciform","60%",4566
"Cruciform","70%",4567
"Cruciform","80%",4568
"Cruciform","70%",4569
"Cruciform","80%",4570
"Cruciform","90%",4570
"Cruciform","20%",4571
"Cruciform","20%",4572
"Cruciform","20%",4573
"Cruciform","30%",4573
"Cruciform","60%",4574
"Cruciform","60%",4575
"Cruciform","100%",4576
"Cruciform","20%",4579
"Cruciform","30%",4580
"Cruciform","40%",4580
"Cruciform","60%",4581
"Cruciform","90%",4582
"Cruciform","100%",4582
"Cruciform","100%",4583
"Cruciform","30%",4589
"Cruciform","60%",4590
"Cruciform","40%",4591
"Cruciform","40%",4592
"Cruciform","60%",4593
"Cruciform","10%",4612
"Cruciform","80%",4615
"Cruciform","90%",4615
"Cruciform","90%",4616
"Cruciform","100%",4617
"Cruciform","50%",4619
"Cruciform","60%",4619
"Cruciform","10%",4620
"Cruciform","20%",4620
"Cruciform","30%",4620
"Cruciform","30%",4621
"Cruciform","30%",4622
"Cruciform","40%",4622
"Cruciform","50%",4626
"Cruciform","100%",4633
"Cruciform","20%",4641
"Cruciform","30%",4641
"Cruciform","50%",4642
"Cruciform","70%",4643
"Cruciform","20%",4646
"Cruciform","30%",4646
"Cruciform","30%",4647
"Cruciform","100%",4648
"Cruciform","80%",4649
"Cruciform","20%",4650
"Cruciform","30%",4650
"Cruciform","50%",4651
"Cruciform","60%",4652
"Cruciform","30%",4653
"Cruciform","40%",4653
"Cruciform","10%",4654
"Cruciform","20%",4654
"Cruciform","20%",4655
"Cruciform","50%",4656
"Cruciform","90%",4657
"Cruciform","100%",4658
"Cruciform","100%",4659
"Cruciform","80%",4664
"Cruciform","80%",4665
"Cruciform","90%",4665
"Cruciform","20%",4666
"Cruciform","40%",4667
"Cruciform","50%",4667
"Cruciform","10%",4672
"Cruciform","90%",4673
"Cruciform","100%",4673
"Cruciform","20%",4674
"Cruciform","30%",4674
"Cruciform","30%",4675
"Cruciform","70%",4676
"Cruciform","80%",4676
"Cruciform","100%",4677
"Cruciform","100%",4678
"Cruciform","20%",4746
"Cruciform","40%",4747
"Cruciform","50%",4748
"Cruciform","60%",4749
"Cruciform","70%",4750
"Cruciform","80%",4751
"Cruciform","90%",4752
"Cruciform","100%",4753
"Cruciform","30%",4754
"Cruciform","40%",4754
"Cruciform","50%",4755
"Cruciform","60%",4755
"Cruciform","40%",4756
"Cruciform","50%",4756
"Cruciform","50%",4757
"Cruciform","70%",4758
"Cruciform","80%",4759
"Cruciform","90%",4760
"Cruciform","100%",4761
"Cruciform","50%",4762
"Cruciform","10%",4771
"Cruciform","80%",4772
"Cruciform","90%",4772
"Cruciform","90%",4773
"Cruciform","100%",4774
"Cruciform","10%",4774
"Cruciform","20%",4775
"Cruciform","30%",4776
"Cruciform","40%",4776
"Cruciform","60%",4777
"Cruciform","10%",4784
"Cruciform","10%",4785
"Cruciform","10%",4797
"Cruciform","20%",4798
"Cruciform","40%",4799
"Cruciform","50%",4800
"Cruciform","60%",4801
"Cruciform","70%",4802
"Cruciform","80%",4802
"Cruciform","90%",4803
"Cruciform","100%",4803
"Cruciform","10%",4804
"Cruciform","20%",4804
"Cruciform","20%",4805
"Cruciform","30%",4805
"Cruciform","30%",4806
"Cruciform","30%",4807
"Cruciform","40%",4808
"Cruciform","80%",4809
"Cruciform","10%",4812
"Cruciform","10%",4813
"Cruciform","60%",4814
"Cruciform","60%",4815
"Cruciform","70%",4816
"Cruciform","80%",4817
"Cruciform","90%",4817
"Cruciform","90%",4818
"Cruciform","90%",4819
"Cruciform","10%",4833
"Cruciform","60%",4834
"Cruciform","70%",4835
"Cruciform","100%",4836
"Cruciform","30%",4848
"Cruciform","90%",4849
"Cruciform","60%",4855
"Cruciform","30%",4856
"Cruciform","40%",4857
"Cruciform","70%",4858
"Cruciform","70%",4859
"Cruciform","80%",4859
"Cruciform","80%",4860
"Cruciform","90%",4860
"Cruciform","90%",4861
"Cruciform","100%",4862
"Cruciform","40%",4863
"Cruciform","70%",4864
"Cruciform","80%",4864
"Cruciform","10%",4870
"Cruciform","10%",4871
"Cruciform","20%",4872
"Cruciform","30%",4873
"Cruciform","60%",4874
"Cruciform","70%",4875
"Cruciform","80%",4876
"Cruciform","100%",4877
"Cruciform","10%",4882
"Cruciform","10%",4883
"Cruciform","20%",4882
"Cruciform","20%",4883
"Cruciform","30%",4884
"Cruciform","50%",4885
"Cruciform","70%",4886
"Cruciform","70%",4887
"Cruciform","40%",4889
"Cruciform","70%",4890
"Cruciform","80%",4890
"Cruciform","90%",4890
"Cruciform","100%",4890
"Cruciform","10%",4890
"Cruciform","10%",4891
"Cruciform","20%",4891
"Cruciform","50%",4898
"Cruciform","60%",4898
"Cruciform","100%",4899
"Cruciform","20%",4901
"Cruciform","90%",4902
"Cruciform","40%",4903
"Cruciform","50%",4903
"Cruciform","60%",4903
"Cruciform","40%",4915
"Cruciform","50%",4915
"Cruciform","80%",4916
"Cruciform","80%",4917
"Cruciform","90%",4916
"Cruciform","90%",4917
"Cruciform","90%",4918
"Cruciform","10%",4919
"Cruciform","10%",4920
"Cruciform","60%",4921
"Cruciform","60%",4922
"Cruciform","70%",4921
"Cruciform","70%",4922
"Cruciform","90%",4923
"Cruciform","10%",4945
"Cruciform","30%",4946
"Cruciform","40%",4947
"Cruciform","60%",4948
"Cruciform","70%",4948
"Cruciform","70%",4949
"Cruciform","80%",4950
"Cruciform","100%",4951
"Cruciform","100%",4952
"Cruciform","10%",4968
"Cruciform","30%",4969
"Cruciform","60%",4970
"Cruciform","70%",4971
"Cruciform","80%",4972
"Cruciform","90%",4973
"Cruciform","90%",4974
"Cruciform","40%",4975
"Cruciform","50%",4975
"Cruciform","60%",4975
"Cruciform","60%",4992
"Cruciform","30%",4994
"Cruciform","70%",4995
"Cruciform","80%",4995
"Cruciform","80%",5006
"Cruciform","90%",5006
"Cruciform","90%",5007
"Cruciform","60%",5008
"Cruciform","70%",5009
"Cruciform","80%",5009
"Cruciform","40%",5017
"Cruciform","60%",5018
"Cruciform","20%",5022
"Cruciform","40%",5023
"Cruciform","40%",5024
"Cruciform","60%",5025
"Cruciform","70%",5026
"Cruciform","70%",5027
"Cruciform","90%",5028
"Cruciform","90%",5029
"Cruciform","100%",5029
"Cruciform","30%",5030
"Cruciform","90%",5031
"Cruciform","100%",5031
"Cruciform","100%",5032
"Cruciform","30%",5033
"Cruciform","40%",5033
"Cruciform","70%",5034
"Cruciform","10%",5061
"Cruciform","90%",5062
"Cruciform","80%",5064
"Cruciform","10%",5065
"Cruciform","30%",5066
"Cruciform","40%",5067
"Cruciform","50%",5067
"Cruciform","60%",5068
"Cruciform","20%",5074
"Cruciform","20%",5075
"Cruciform","50%",5076
"Cruciform","90%",5077
"Cruciform","100%",5077
"Cruciform","10%",5098
"Cruciform","10%",5099
"Cruciform","30%",5100
"Cruciform","40%",5101
"Cruciform","50%",5102
"Cruciform","30%",5105
"Cruciform","50%",5106
"Cruciform","100%",5107
"Cruciform","60%",5124
"Cruciform","70%",5124
"Cruciform","30%",5170
"Cruciform","60%",5171
"Cruciform","30%",5172
"Cruciform","30%",5173
"Cruciform","40%",5172
"Cruciform","40%",5173
"Cruciform","60%",5174
"Cruciform","60%",5175
"Cruciform","90%",5176
"Cruciform","20%",5177
"Cruciform","50%",5178
"Cruciform","60%",5178
"Cruciform","60%",5179
"Cruciform","20%",5182
"Cruciform","30%",5183
"Cruciform","40%",5184
"Cruciform","70%",5185
"Cruciform","40%",5193
"Cruciform","70%",5194
"Cruciform","90%",5195
"Cruciform","100%",5195
"Cruciform","90%",5202
"Cruciform","90%",5203
"Cruciform","10%",5209
"Cruciform","10%",5210
"Cruciform","20%",5210
"Cruciform","20%",5211
"Cruciform","50%",5212
"Cruciform","10%",5213
"Cruciform","60%",5214
"Cruciform","80%",5215
"Cruciform","90%",5216
"Cruciform","100%",5216
"Cruciform","60%",5217
"Cruciform","60%",5218
"Cruciform","70%",5218
"Cruciform","70%",5219
"Cruciform","80%",5219
"Cruciform","90%",5219
"Cruciform","90%",5220
"Cruciform","90%",5221
"Cruciform","100%",5222
"Cruciform","30%",5248
"Cruciform","40%",5248
"Cruciform","50%",5248
"Cruciform","60%",5248
"Cruciform","60%",5249
"Cruciform","80%",5254
"Cruciform","80%",5255
"Cruciform","80%",5256
"Cruciform","90%",5257
"Cruciform","100%",5258
"Cruciform","10%",5261
"Cruciform","10%",5262
"Cruciform","10%",5263
"Cruciform","20%",5263
"Cruciform","20%",5264
"Cruciform","30%",5264
"Cruciform","40%",5265
"Cruciform","50%",5266
"Cruciform","60%",5267
"Cruciform","70%",5268
"Cruciform","90%",5269
"Cruciform","100%",5270
"Cruciform","20%",5286
"Cruciform","30%",5287
"Cruciform","30%",5288
"Cruciform","50%",5289
"Cruciform","60%",5290
"Cruciform","100%",5291
"Cruciform","50%",5292
"Cruciform","60%",5292
"Cruciform","10%",5293
"Cruciform","20%",5294
"Cruciform","20%",5295
"Cruciform","30%",5295
"Cruciform","90%",5296
"Cruciform","40%",5300
"Cruciform","40%",5301
"Cruciform","50%",5300
"Cruciform","50%",5301
"Cruciform","50%",5304
"Cruciform","60%",5304
"Cruciform","30%",5305
"Cruciform","30%",5306
"Cruciform","40%",5307
"Cruciform","50%",5308
"Cruciform","70%",5309
"Cruciform","80%",5310
"Cruciform","90%",5311
"Cruciform","90%",5329
"Cruciform","100%",5329
"Cruciform","50%",5330
"Cruciform","50%",5331
"Cruciform","10%",5332
"Cruciform","20%",5333
"Cruciform","40%",5334
"Cruciform","40%",5335
"Cruciform","40%",5336
"Cruciform","50%",5336
"Cruciform","50%",5337
"Cruciform","60%",5338
"Cruciform","70%",5339
"Cruciform","80%",5340
"Cruciform","90%",5341
"Cruciform","100%",5341
